GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2009,y2010,y2011
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Boston-Cambridge-Quincy, MA-NH",14460,.64110001,.64241185,.66490655
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Boston-Cambridge-Quincy, MA-NH",14460,,.02255639,.01470588
"Citizenship","notCit","Who are not citizens",0,"Boston-Cambridge-Quincy, MA-NH",14460,.12097194,.11307431,.10412154
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Boston-Cambridge-Quincy, MA-NH",14460,.06388583,.06164072,.06749493
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Boston-Cambridge-Quincy, MA-NH",14460,.10556934,.10775586,.11007408
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Boston-Cambridge-Quincy, MA-NH",14460,.23792805,.24451384,.23097191
"Family_Structure","threekid","Three children in family",0,"Boston-Cambridge-Quincy, MA-NH",14460,.2797684,.27928437,.26835563
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Boston-Cambridge-Quincy, MA-NH",14460,.24301279,.25125955,.2661586
"Family_Structure","twokid","Two children in famiy",0,"Boston-Cambridge-Quincy, MA-NH",14460,.44074085,.44673593,.45025987
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Boston-Cambridge-Quincy, MA-NH",14460,.20374371,.21404471,.20722243
"Family_Structure","sPar","In single parent families",0,"Boston-Cambridge-Quincy, MA-NH",14460,.22115078,.20960669,.22796055
"Education","NIS35","Who are not in school, age 3 to 5",0,"Boston-Cambridge-Quincy, MA-NH",14460,.07193031,.07351772,.06821788
"Education","NIS617","Who are not in school, age 6 to 17",0,"Boston-Cambridge-Quincy, MA-NH",14460,.01816927,.00966,.01161693
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Boston-Cambridge-Quincy, MA-NH",14460,.47471639,.47840386,.48631258
"Education","HS","With parents who have a high school degree",0,"Boston-Cambridge-Quincy, MA-NH",14460,.3929723,.40138288,.4085653
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Boston-Cambridge-Quincy, MA-NH",14460,.13173033,.13894196,.15561387
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Boston-Cambridge-Quincy, MA-NH",14460,.19472853,.19608496,.19405203
"Education","col","With parents who have at least four year college degree",0,"Boston-Cambridge-Quincy, MA-NH",14460,.47067361,.46954592,.47322994
"English_Proficiency","eppars","English Proficient Parents",0,"Boston-Cambridge-Quincy, MA-NH",14460,.52528361,.52159614,.51368742
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Boston-Cambridge-Quincy, MA-NH",14460,.01355113,.01399823,.01603866
"Education","lTHS","With parents who have less than a high school degree",0,"Boston-Cambridge-Quincy, MA-NH",14460,.13635409,.1290712,.11820476
"Country_of_Origin_of_Parents","Africa","Africa",0,"Boston-Cambridge-Quincy, MA-NH",14460,.15510079,.15613281,.16511437
"English_Proficiency","limEng","With Limited English Proficiency",0,"Boston-Cambridge-Quincy, MA-NH",14460,.12139655,.11974037,.10893774
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Boston-Cambridge-Quincy, MA-NH",14460,.25776856,.24153664,.22889854
"Family_Structure","onekid","One child in family",0,"Boston-Cambridge-Quincy, MA-NH",14460,.25286574,.24515338,.25346846
"Education","age0_3","Age 0 to 3",0,"Boston-Cambridge-Quincy, MA-NH",14460,.3222164,.33349653,.32123706
"Education","age4_5","Age 4 to 5",0,"Boston-Cambridge-Quincy, MA-NH",14460,.29115033,.29604293,.31641577
"Population","Share","Children of Immigrants, Share",0,"Bradenton-Sarasota-Venice, FL",14600,.23029815,.25147172,.24795871
"Family_Structure","fourkid","More than four children in family",0,"Bradenton-Sarasota-Venice, FL",14600,.06956177,.10223107,.10470096
"Family_Structure","twokid","Two children in famiy",0,"Bradenton-Sarasota-Venice, FL",14600,.34072337,.32085071,.33357391
"Education","NIS35","Who are not in school, age 3 to 5",0,"Bradenton-Sarasota-Venice, FL",14600,.09946458,.09780357,.10028505
"Family_Structure","onekid","One child in family",0,"Bradenton-Sarasota-Venice, FL",14600,.19315243,.2198521,.2360102
"English_Proficiency","engPro","Who are English Proficient",0,"Bradenton-Sarasota-Venice, FL",14600,.8478451,.86366021,.84473194
"Citizenship","notCit","Who are not citizens",0,"Bradenton-Sarasota-Venice, FL",14600,.1448154,.12508867,.11186419
"Country_of_Origin_of_Parents","Africa","Africa",0,"Bradenton-Sarasota-Venice, FL",14600,.11331663,.12858832,.09185076
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Bradenton-Sarasota-Venice, FL",14600,.01972962,.01678884,.01384315
"English_Proficiency","noeppars","No English Proficient Parents",0,"Bradenton-Sarasota-Venice, FL",14600,.37208345,.34156223,.31740145
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Bradenton-Sarasota-Venice, FL",14600,.55676999,.57717103,.59914353
"English_Proficiency","limEng","With Limited English Proficiency",0,"Bradenton-Sarasota-Venice, FL",14600,.1521549,.13633979,.15526806
"Education","col","With parents who have at least four year college degree",0,"Bradenton-Sarasota-Venice, FL",14600,.29771136,.29955072,.2932159
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Bradenton-Sarasota-Venice, FL",14600,.03779509,.05361394,.04440679
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Bradenton-Sarasota-Venice, FL",14600,.29505568,.27886803,.26637155
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Bradenton-Sarasota-Venice, FL",14600,.28688581,.2757153,.34038812
"English_Proficiency","eppars","English Proficient Parents",0,"Bradenton-Sarasota-Venice, FL",14600,.5133132,.54067944,.52242719
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Bradenton-Sarasota-Venice, FL",14600,.10916484,.10839442,.12601106
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Bradenton-Sarasota-Venice, FL",14600,.05809086,.04259478,.04445475
"Family_Structure","threekid","Three children in family",0,"Bradenton-Sarasota-Venice, FL",14600,.39656242,.35706611,.32571493
"Education","NIS617","Who are not in school, age 6 to 17",0,"Bradenton-Sarasota-Venice, FL",14600,.02207267,.01660851,.00932884
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Bradenton-Sarasota-Venice, FL",14600,.21071233,.21587452,.1981681
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Bradenton-Sarasota-Venice, FL",14600,.87239251,.85376375,.85122456
"Education","HS","With parents who have a high school degree",0,"Bradenton-Sarasota-Venice, FL",14600,.49135328,.54815165,.46635123
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Bradenton-Sarasota-Venice, FL",14600,.56829879,.59919603,.54774769
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Bradenton-Sarasota-Venice, FL",14600,.6137627,.60405139,.53678187
"Family_Structure","tPar","In two-parent families",0,"Bradenton-Sarasota-Venice, FL",14600,.8219359,.82588476,.75891173
"Education","lTHS","With parents who have less than a high school degree",0,"Bradenton-Sarasota-Venice, FL",14600,.21093536,.15229763,.24043288
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Bradenton-Sarasota-Venice, FL",14600,,.10344828,-.03125
"Family_Structure","sPar","In single parent families",0,"Bradenton-Sarasota-Venice, FL",14600,.1780641,.17411524,.24108827
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Bradenton-Sarasota-Venice, FL",14600,.26372495,.24629936,.21354583
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Bradenton-Sarasota-Venice, FL",14600,.10261117,.14523528,.17372678
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Bradenton-Sarasota-Venice, FL",14600,.34857947,.28890991,.3075386
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Bradenton-Sarasota-Venice, FL",14600,.4866868,.45932056,.47757281
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Bradenton-Sarasota-Venice, FL",14600,.43400683,.44027304,.46263773
"Education","age0_3","Age 0 to 3",0,"Bradenton-Sarasota-Venice, FL",14600,.25443776,.23833047,.2449184
"Education","age4_5","Age 4 to 5",0,"Bradenton-Sarasota-Venice, FL",14600,.23596164,.27809315,.29936611
"Population","Share","Children of Immigrants, Share",0,"Bridgeport-Stamford-Norwalk, CT",14860,.32452002,.31825215,.32639735
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Bridgeport-Stamford-Norwalk, CT",14860,.17754795,.1871844,.18118387
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Bridgeport-Stamford-Norwalk, CT",14860,.55676878,.59554936,.62864677
"Family_Structure","tPar","In two-parent families",0,"Bridgeport-Stamford-Norwalk, CT",14860,.82358516,.83646874,.85689463
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Bridgeport-Stamford-Norwalk, CT",14860,.27245445,.25881943,.2655894
"English_Proficiency","limEng","With Limited English Proficiency",0,"Bridgeport-Stamford-Norwalk, CT",14860,.10063797,.10354002,.09701953
"Family_Structure","fourkid","More than four children in family",0,"Bridgeport-Stamford-Norwalk, CT",14860,.01893241,.01836325,.00885064
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Bridgeport-Stamford-Norwalk, CT",14860,,-.01369863,.02777778
"Education","col","With parents who have at least four year college degree",0,"Bridgeport-Stamford-Norwalk, CT",14860,.43925503,.42503221,.44993746
"Citizenship","notCit","Who are not citizens",0,"Bridgeport-Stamford-Norwalk, CT",14860,.16068866,.14291485,.10395862
"Country_of_Origin_of_Parents","Africa","Africa",0,"Bridgeport-Stamford-Norwalk, CT",14860,.14463284,.15141215,.14877117
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Bridgeport-Stamford-Norwalk, CT",14860,.09717959,.10647397,.11526318
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Bridgeport-Stamford-Norwalk, CT",14860,.28254256,.26153578,.26739461
"English_Proficiency","engPro","Who are English Proficient",0,"Bridgeport-Stamford-Norwalk, CT",14860,.89936203,.89645998,.90298047
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Bridgeport-Stamford-Norwalk, CT",14860,.10461004,.13107435,.11914405
"Family_Structure","sPar","In single parent families",0,"Bridgeport-Stamford-Norwalk, CT",14860,.17641484,.16353126,.14310537
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Bridgeport-Stamford-Norwalk, CT",14860,.28264667,.26338608,.26815059
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Bridgeport-Stamford-Norwalk, CT",14860,.21630716,.2052934,.2066394
"Family_Structure","threekid","Three children in family",0,"Bridgeport-Stamford-Norwalk, CT",14860,.28907485,.31149696,.31291244
"Family_Structure","twokid","Two children in famiy",0,"Bridgeport-Stamford-Norwalk, CT",14860,.46806968,.45204646,.4276045
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Bridgeport-Stamford-Norwalk, CT",14860,.3136207,.32201422,.35376779
"English_Proficiency","noeppars","No English Proficient Parents",0,"Bridgeport-Stamford-Norwalk, CT",14860,.29940186,.31433745,.3049525
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Bridgeport-Stamford-Norwalk, CT",14860,.07700337,.05654884,.06665089
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Bridgeport-Stamford-Norwalk, CT",14860,.96537344,.92942805,.89321587
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Bridgeport-Stamford-Norwalk, CT",14860,.02807365,.02487202,.01866063
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Bridgeport-Stamford-Norwalk, CT",14860,.59778048,.60924952,.61000642
"Education","NIS35","Who are not in school, age 3 to 5",0,"Bridgeport-Stamford-Norwalk, CT",14860,.06298238,.06126165,.06002604
"Education","NIS617","Who are not in school, age 6 to 17",0,"Bridgeport-Stamford-Norwalk, CT",14860,.02048855,.01329814,.01272578
"Education","HS","With parents who have a high school degree",0,"Bridgeport-Stamford-Norwalk, CT",14860,.4451472,.445572,.41388053
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Bridgeport-Stamford-Norwalk, CT",14860,.0597389,.06550583,.0592813
"Education","lTHS","With parents who have less than a high school degree",0,"Bridgeport-Stamford-Norwalk, CT",14860,.11559777,.12939579,.13618201
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Bridgeport-Stamford-Norwalk, CT",14860,.44910278,.45821348,.44330482
"Family_Structure","onekid","One child in family",0,"Bridgeport-Stamford-Norwalk, CT",14860,.22392306,.21809333,.25063243
"English_Proficiency","eppars","English Proficient Parents",0,"Bridgeport-Stamford-Norwalk, CT",14860,.55089722,.54178652,.55669518
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Bridgeport-Stamford-Norwalk, CT",14860,.12369589,.12798333,.12703548
"Education","age0_3","Age 0 to 3",0,"Bridgeport-Stamford-Norwalk, CT",14860,.41685662,.38027268,.37445734
"Education","age4_5","Age 4 to 5",0,"Bridgeport-Stamford-Norwalk, CT",14860,.34322416,.37873948,.38766186
"Population","Share","Children of Immigrants, Share",0,"Buffalo-Niagara Falls, NY",15380,.07704038,.09085023,.09434974
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Buffalo-Niagara Falls, NY",15380,.04352957,.06394244,.07350016
"English_Proficiency","limEng","With Limited English Proficiency",0,"Buffalo-Niagara Falls, NY",15380,.11178129,.10986508,.16630301
"Family_Structure","threekid","Three children in family",0,"Buffalo-Niagara Falls, NY",15380,.3162666,.33898995,.34083284
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Buffalo-Niagara Falls, NY",15380,.02443342,.00742149,.00876407
"Education","lTHS","With parents who have less than a high school degree",0,"Buffalo-Niagara Falls, NY",15380,.13852756,.2682822,.25728336
"English_Proficiency","noeppars","No English Proficient Parents",0,"Buffalo-Niagara Falls, NY",15380,.28703232,.33674993,.31115725
"English_Proficiency","eppars","English Proficient Parents",0,"Buffalo-Niagara Falls, NY",15380,.56073488,.50409539,.53506721
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Buffalo-Niagara Falls, NY",15380,.66469089,.60702326,.59969402
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Buffalo-Niagara Falls, NY",15380,.22625721,.3103222,.27548626
"Education","NIS617","Who are not in school, age 6 to 17",0,"Buffalo-Niagara Falls, NY",15380,.02397182,.0119348,.00851717
"Education","NIS35","Who are not in school, age 3 to 5",0,"Buffalo-Niagara Falls, NY",15380,.08354743,.0876258,.05536158
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Buffalo-Niagara Falls, NY",15380,.20887756,.19151054,.20198885
"Family_Structure","onekid","One child in family",0,"Buffalo-Niagara Falls, NY",15380,.19946359,.21244004,.21752955
"Country_of_Origin_of_Parents","Africa","Africa",0,"Buffalo-Niagara Falls, NY",15380,.20788521,.19648837,.15200525
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Buffalo-Niagara Falls, NY",15380,.07295159,.08595801,.03708884
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Buffalo-Niagara Falls, NY",15380,.69762639,.68748303,.69242706
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Buffalo-Niagara Falls, NY",15380,.0978946,.05839895,.06991586
"Family_Structure","fourkid","More than four children in family",0,"Buffalo-Niagara Falls, NY",15380,.05702025,.10276948,.05297897
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Buffalo-Niagara Falls, NY",15380,.29368379,.25486469,.23298
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Buffalo-Niagara Falls, NY",15380,.15335926,.19175944,.1776855
"Education","col","With parents who have at least four year college degree",0,"Buffalo-Niagara Falls, NY",15380,.4783425,.39338402,.40524533
"Family_Structure","twokid","Two children in famiy",0,"Buffalo-Niagara Falls, NY",15380,.42724956,.34580052,.38865864
"English_Proficiency","engPro","Who are English Proficient",0,"Buffalo-Niagara Falls, NY",15380,.88821871,.89013492,.83369699
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Buffalo-Niagara Falls, NY",15380,.00874346,.04525296,.05870397
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Buffalo-Niagara Falls, NY",15380,.43926512,.49590461,.46493279
"Family_Structure","tPar","In two-parent families",0,"Buffalo-Niagara Falls, NY",15380,.80040231,.84274595,.8458092
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Buffalo-Niagara Falls, NY",15380,.25087837,.28767309,.36704185
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Buffalo-Niagara Falls, NY",15380,.44749899,.55102272,.59070675
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Buffalo-Niagara Falls, NY",15380,.29459568,.34462395,.42933579
"Education","HS","With parents who have a high school degree",0,"Buffalo-Niagara Falls, NY",15380,.38312995,.33833379,.33747131
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Buffalo-Niagara Falls, NY",15380,,.15789473,.04545455
"Family_Structure","sPar","In single parent families",0,"Buffalo-Niagara Falls, NY",15380,.19959769,.15725405,.1541908
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Buffalo-Niagara Falls, NY",15380,.84183988,.78642864,.83323466
"Citizenship","notCit","Who are not citizens",0,"Buffalo-Niagara Falls, NY",15380,.14901435,.12075753,.12988744
"Education","age0_3","Age 0 to 3",0,"Buffalo-Niagara Falls, NY",15380,.0921303,.12665981,.12004368
"Education","age4_5","Age 4 to 5",0,"Buffalo-Niagara Falls, NY",15380,.09008607,.11193276,.12056792
"Population","Share","Children of Immigrants, Share",0,"Charleston-North Charleston-Summerville, SC",16700,.07887786,.10060346,.09672239
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Charleston-North Charleston-Summerville, SC",16700,.02170095,.04293028,.02890595
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Charleston-North Charleston-Summerville, SC",16700,.37466,.40974606,.36095398
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Charleston-North Charleston-Summerville, SC",16700,.55829583,.56117732,.55108462
"Education","lTHS","With parents who have less than a high school degree",0,"Charleston-North Charleston-Summerville, SC",16700,.22216872,.25226693,.22460215
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Charleston-North Charleston-Summerville, SC",16700,.08850778,.04000922,.02650696
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Charleston-North Charleston-Summerville, SC",16700,.37765583,.43484068,.37237938
"Country_of_Origin_of_Parents","Africa","Africa",0,"Charleston-North Charleston-Summerville, SC",16700,.08581032,.10068089,.09880935
"Education","NIS617","Who are not in school, age 6 to 17",0,"Charleston-North Charleston-Summerville, SC",16700,0,.01993244,.02222305
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Charleston-North Charleston-Summerville, SC",16700,,.25,0
"Citizenship","notCit","Who are not citizens",0,"Charleston-North Charleston-Summerville, SC",16700,.15442945,.12750019,.14471499
"English_Proficiency","noeppars","No English Proficient Parents",0,"Charleston-North Charleston-Summerville, SC",16700,.43749361,.43476071,.39503713
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Charleston-North Charleston-Summerville, SC",16700,.17997807,.20537901,.22770504
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Charleston-North Charleston-Summerville, SC",16700,.34374482,.3508123,.31194149
"English_Proficiency","eppars","English Proficient Parents",0,"Charleston-North Charleston-Summerville, SC",16700,.44170417,.43882268,.44891538
"Family_Structure","onekid","One child in family",0,"Charleston-North Charleston-Summerville, SC",16700,.19293498,.13236433,.14911196
"Education","HS","With parents who have a high school degree",0,"Charleston-North Charleston-Summerville, SC",16700,.36617204,.36275831,.45194733
"Family_Structure","fourkid","More than four children in family",0,"Charleston-North Charleston-Summerville, SC",16700,.03308805,.10558354,.09035731
"Family_Structure","twokid","Two children in famiy",0,"Charleston-North Charleston-Summerville, SC",16700,.43689189,.40193402,.38243037
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Charleston-North Charleston-Summerville, SC",16700,.57586682,.60211326,.5815272
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Charleston-North Charleston-Summerville, SC",16700,.47091055,.46275375,.49433102
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Charleston-North Charleston-Summerville, SC",16700,.88447098,.85517984,.92477649
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Charleston-North Charleston-Summerville, SC",16700,.32019426,.29895929,.21865312
"Family_Structure","tPar","In two-parent families",0,"Charleston-North Charleston-Summerville, SC",16700,.8148194,.84257025,.85403832
"Family_Structure","threekid","Three children in family",0,"Charleston-North Charleston-Summerville, SC",16700,.33708508,.3601181,.37810035
"English_Proficiency","limEng","With Limited English Proficiency",0,"Charleston-North Charleston-Summerville, SC",16700,.15091756,.15886947,.08883368
"Education","NIS35","Who are not in school, age 3 to 5",0,"Charleston-North Charleston-Summerville, SC",16700,.0704418,.14062839,.16928772
"English_Proficiency","engPro","Who are English Proficient",0,"Charleston-North Charleston-Summerville, SC",16700,.84908244,.84113053,.91116632
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Charleston-North Charleston-Summerville, SC",16700,.03865015,.02531693,.05776633
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Charleston-North Charleston-Summerville, SC",16700,.54939456,.53329629,.56146644
"Education","col","With parents who have at least four year college degree",0,"Charleston-North Charleston-Summerville, SC",16700,.41165923,.38497477,.32345052
"Family_Structure","sPar","In single parent families",0,"Charleston-North Charleston-Summerville, SC",16700,.1851806,.15742975,.14596168
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Charleston-North Charleston-Summerville, SC",16700,.12663384,.08503583,.12085501
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Charleston-North Charleston-Summerville, SC",16700,.08106306,.06580716,.06707198
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Charleston-North Charleston-Summerville, SC",16700,.47060853,.46635768,.51306805
"Education","age0_3","Age 0 to 3",0,"Charleston-North Charleston-Summerville, SC",16700,.10040379,.14829531,.15246276
"Education","age4_5","Age 4 to 5",0,"Charleston-North Charleston-Summerville, SC",16700,.06393666,.0890177,.08400892
"Population","Share","Children of Immigrants, Share",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.20330656,.19623768,.18753913
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.47233871,.46096403,.4406497
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.27286637,.26843601,.24287942
"Education","col","With parents who have at least four year college degree",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.34103188,.34515564,.31196547
"Education","HS","With parents who have a high school degree",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.42672823,.4042518,.42688899
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.36878514,.38697455,.42852737
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.43569917,.46437881,.53409312
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.05348747,.05362975,.06334901
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.09837044,.09078218,.07665045
"Education","NIS35","Who are not in school, age 3 to 5",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.091033,.09555484,.11297719
"Family_Structure","sPar","In single parent families",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.1588313,.16728601,.18343472
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.62133822,.60422923,.56818407
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.130567,.13576062,.1145709
"Family_Structure","threekid","Three children in family",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.34120937,.37599673,.4107486
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.09168931,.09030286,.07732229
"Country_of_Origin_of_Parents","Africa","Africa",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.10452005,.08629966,.084062
"English_Proficiency","engPro","Who are English Proficient",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.85919762,.86230606,.86120832
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.052316,.04889527,.05749288
"English_Proficiency","limEng","With Limited English Proficiency",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.14080238,.13769394,.13879168
"Family_Structure","onekid","One child in family",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.21090834,.19783439,.17170196
"Education","NIS617","Who are not in school, age 6 to 17",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.01429728,.01063082,.00731053
"English_Proficiency","eppars","English Proficient Parents",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.40450304,.43292414,.41461675
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Charlotte-Gastonia-Concord, NC-SC",16740,,-.02173913,-.03333334
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.21907803,.25249261,.29280836
"Family_Structure","tPar","In two-parent families",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.8411687,.83271399,.81656528
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.4957797,.54623407,.63778879
"Family_Structure","twokid","Two children in famiy",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.38476279,.37108793,.38007809
"English_Proficiency","noeppars","No English Proficient Parents",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.39129097,.38990524,.40748571
"Family_Structure","fourkid","More than four children in family",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.06311951,.05508095,.03747136
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.93460136,.91185399,.88916047
"Education","lTHS","With parents who have less than a high school degree",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.23223989,.25059256,.26114554
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.30968254,.32817945,.3380305
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.15936721,.1661502,.18852195
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.59549696,.56707586,.58538325
"Citizenship","notCit","Who are not citizens",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.15887615,.15206142,.13082293
"Education","age0_3","Age 0 to 3",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.25802609,.24176736,.21271767
"Education","age4_5","Age 4 to 5",0,"Charlotte-Gastonia-Concord, NC-SC",16740,.22030634,.21788755,.26342771
