"cat","catnum","level","statcode","fips","abbrev","name","isstate","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","y2019","y2020","y2021","y2022"
"edukids",5,4,"NIS617",45780,,"Toledo, OH",0,0.01668843,0.00548258,0.0043294,0.0119615,0.01842637,0.00882234,0,0,0,0,0.01261313,0.01592379,0.00787837,0,0,,0.04574638
"edukids",5,4,"NIS617",46060,,"Tucson, AZ",0,0.02550197,0.02315402,0.02092793,0.01705042,0.02092416,0.01847245,0.00907811,0.01038037,0.02072579,0.02123544,0.01268248,0.02519999,0.02687389,0.02389749,0.03355333,0.03179928,0.03339843
"edukids",5,4,"NIS617",46140,,"Tulsa, OK",0,0.02089223,0.01932756,0.02482095,0.02924717,0.06520871,0.05480125,0.0182245,0.01622272,0.01578729,0.01721099,0.01544809,0.02429902,0.01900079,0.0092759,0.03409822,0.01504985,0.02945113
"edukids",5,4,"NIS617",46520,,"Urban Honolulu, HI",0,0.01300696,0.02351514,0.04577225,0.0390509,0.02052606,0.02689257,0.02239773,0.02102792,0.02329609,0.02150741,0.02121001,0.01566857,0.01735454,0.02010354,0.05351069,0.03571172,0.0289682
"edukids",5,4,"NIS617",47260,,"Virginia Beach-Norfolk-Newport News, VA-NC",0,0.01785193,0.03197677,0.02400273,0.01282209,0.01648086,0.01835006,0.01643219,0.01365448,0.02440837,0.01974305,0.01514897,0.02603325,0.0177133,0.00495306,0.00310773,0.01680411,0.02360529
"edukids",5,4,"NIS617",47900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0,0.02589955,0.02023891,0.01756437,0.01760184,0.01539999,0.01480472,0.01221145,0.01357616,0.01803321,0.02339469,0.02411616,0.01865473,0.01813594,0.01702313,0.02455623,0.02757471,0.02529064
"edukids",5,4,"NIS617",48620,,"Wichita, KS",0,0.02166368,0.00943456,0.00642665,0.04976264,0.05235825,0.02671365,0.02356825,0.02387559,0.01428503,0.02477481,0.02598601,0.01016348,0.02052791,0.01815654,0.02452752,0.00918044,0.01166961
"edukids",5,4,"NIS617",49180,,"Winston-Salem, NC",0,0.02939856,0.04421494,0.06123717,0.05681818,0.0498319,0.05175246,0.0542738,0.0305779,0.05081956,0.0414894,0.0285981,0.03969538,0.03168947,0.01882101,0.00516854,0.00461353,0.01682524
"edukids",5,4,"NIS617",49340,,"Worcester, MA-CT",0,0.02097475,0.01716109,0.00913836,0.0187868,0.01740335,0.01904972,0.01687796,0.01488837,0.02230078,0.03207048,0.03098913,0.01427773,0.02727539,0.02436374,0.01981357,0.03831718,0.02707441
"edukids",5,4,"NIS617",49660,,"Youngstown-Warren-Boardman, OH-PA",0,,,,0,,,,,,,,,,,,,
"edupar",6,1,"lTHS",1,"AL","Alabama",1,0.27380121,0.30016455,0.27194661,0.29195416,0.32547006,0.32839271,0.30072418,0.2831277,0.32501522,0.33280176,0.29485753,0.28766638,0.28110364,0.2571255,0.25789323,0.23117779,0.22688358
"edupar",6,1,"lTHS",2,"AK","Alaska",1,0.08293752,0.09499943,0.08179984,0.09206364,0.14060324,0.15837871,0.11346352,0.05154942,0.10692865,0.15952371,0.12408666,0.12357167,0.18175627,0.13004282,0.16225326,0.03531883,0.0561591
"edupar",6,1,"lTHS",4,"AZ","Arizona",1,0.33302322,0.34024116,0.36001542,0.34077024,0.31098565,0.31527793,0.30858305,0.30646521,0.30083629,0.27937213,0.27520812,0.26383132,0.22868282,0.21925595,0.19946578,0.20679237,0.20550492
"edupar",6,1,"lTHS",5,"AR","Arkansas",1,0.3706207,0.33837137,0.39169189,0.42239514,0.40850818,0.3729341,0.34307718,0.38509774,0.37624726,0.31518048,0.30580652,0.34104684,0.30494148,0.27052176,0.30450082,0.26563472,0.25882304
"edupar",6,1,"lTHS",6,"CA","California",1,0.32789603,0.31898957,0.32032079,0.31623369,0.30869946,0.30497563,0.30129796,0.29066247,0.28068119,0.27344078,0.26526111,0.24944091,0.23139302,0.2262838,0.21661186,0.20081919,0.19898324
"edupar",6,1,"lTHS",8,"CO","Colorado",1,0.31194562,0.28695899,0.33167809,0.36133328,0.31778485,0.28832528,0.29834187,0.28509313,0.26363984,0.25170717,0.23822993,0.2095322,0.2037767,0.21553454,0.18785271,0.20233199,0.18722311
"edupar",6,1,"lTHS",9,"CT","Connecticut",1,0.08849512,0.09682431,0.09214422,0.1046901,0.11315425,0.11776039,0.09936689,0.08848657,0.10229055,0.10031722,0.09787729,0.09673766,0.10777166,0.10329775,0.10411297,0.10445699,0.11054591
"edupar",6,1,"lTHS",10,"DE","Delaware",1,0.21013544,0.18946345,0.22494784,0.24114747,0.25847033,0.24530785,0.27086735,0.25944924,0.23503867,0.24254575,0.21559681,0.18951823,0.17170867,0.23207092,0.22778556,0.1357598,0.15974589
"edupar",6,1,"lTHS",11,"DC","District of Columbia",1,0.28992406,0.22899976,0.19718121,0.22666553,0.29320034,0.27216315,0.20560651,0.15450604,0.18255544,0.21822387,0.22507516,0.22440585,0.18690287,0.15851286,0.11618961,0.16472271,0.09197249
"edupar",6,1,"lTHS",12,"FL","Florida",1,0.15032539,0.14363137,0.14037959,0.14944181,0.15945473,0.15696217,0.14820975,0.13528584,0.1320896,0.13414103,0.13506405,0.12695712,0.12004142,0.11886475,0.11590047,0.11363812,0.11249359
"edupar",6,1,"lTHS",13,"GA","Georgia",1,0.23531377,0.24931447,0.25005892,0.24563056,0.24504346,0.26101437,0.26029146,0.25069791,0.27048919,0.27078268,0.25310501,0.23341151,0.22886577,0.22928728,0.2118531,0.17119321,0.18513517
"edupar",6,1,"lTHS",15,"HI","Hawaii",1,0.07195209,0.05925629,0.06608573,0.08371382,0.08727182,0.06690762,0.04945096,0.04330506,0.05849837,0.0723863,0.0657794,0.05670984,0.06512672,0.0714758,0.06963634,0.04811825,0.06618454
"edupar",6,1,"lTHS",16,"ID","Idaho",1,0.37431809,0.33588901,0.33018652,0.37082332,0.37339863,0.37273455,0.36435246,0.30510315,0.31826809,0.31845647,0.24399699,0.23853329,0.31976175,0.33753681,0.26588032,0.20259753,0.23609395
"edupar",6,1,"lTHS",17,"IL","Illinois",1,0.24121793,0.24177696,0.23706752,0.2483597,0.2371746,0.22239169,0.22733907,0.22265936,0.20735885,0.20946245,0.20517261,0.18825725,0.18326065,0.17139545,0.15603937,0.14611731,0.14052013
"edupar",6,1,"lTHS",18,"IN","Indiana",1,0.28374261,0.26108035,0.25791043,0.24411683,0.27718216,0.32364058,0.28272364,0.23235679,0.25426379,0.26685137,0.25067309,0.25538328,0.245452,0.22532496,0.18516266,0.21562193,0.18239589
"edupar",6,1,"lTHS",19,"IA","Iowa",1,0.34756845,0.30159718,0.23929925,0.24104828,0.30593705,0.32775891,0.30664617,0.26678389,0.22761321,0.22792917,0.26932922,0.29216295,0.25186214,0.20271862,0.19836606,0.19045271,0.20761649
"edupar",6,1,"lTHS",20,"KS","Kansas",1,0.28490302,0.29495424,0.32985166,0.34263015,0.33008957,0.32383096,0.32768387,0.31001648,0.28988162,0.28155738,0.27979651,0.29008463,0.31132388,0.29561228,0.24314146,0.22443512,0.23888864
"edupar",6,1,"lTHS",21,"KY","Kentucky",1,0.21676767,0.14722531,0.15948841,0.18695532,0.22997323,0.25832903,0.28032267,0.22300428,0.19039334,0.21415049,0.22031872,0.22753593,0.21073996,0.22056465,0.21084379,0.17733261,0.16262798
"edupar",6,1,"lTHS",22,"LA","Louisiana",1,0.13565871,0.17663324,0.19839714,0.18139514,0.18935387,0.19019625,0.16922422,0.19402182,0.20467193,0.20131302,0.21012525,0.21195512,0.18587556,0.18184979,0.1635635,0.20221342,0.21517417
"edupar",6,1,"lTHS",23,"ME","Maine",1,0.14574769,0.13425995,0.07611541,0.13875687,0.18188497,0.08996894,0.07140119,0.10911635,0.09493295,0.05922022,0.04211594,0.03642577,0.08147179,0.1046821,0.05036934,0.02519998,0.0682871
"edupar",6,1,"lTHS",24,"MD","Maryland",1,0.1107171,0.1191304,0.14514904,0.16971737,0.17184655,0.16859733,0.17465772,0.16672686,0.15411861,0.15292107,0.15407254,0.16134307,0.15800923,0.14699155,0.14669739,0.15313385,0.13436298
"edupar",6,1,"lTHS",25,"MA","Massachusetts",1,0.13753925,0.12888636,0.12468945,0.13769396,0.13551442,0.12121599,0.11532737,0.10940734,0.11906951,0.12296804,0.11172683,0.11046997,0.11230288,0.11409806,0.110877,0.1112431,0.1100309
"edupar",6,1,"lTHS",26,"MI","Michigan",1,0.17958733,0.17866421,0.17934358,0.16080828,0.16502714,0.1895332,0.17581971,0.15705717,0.17601539,0.17870978,0.17519227,0.16869952,0.15466313,0.1425897,0.12673067,0.14517407,0.14832078
"edupar",6,1,"lTHS",27,"MN","Minnesota",1,0.22479632,0.24562031,0.26531354,0.24885643,0.23563007,0.24069275,0.21642686,0.19869594,0.18201834,0.17355172,0.20798543,0.19281939,0.17577428,0.19112344,0.17753266,0.19274126,0.16200893
"edupar",6,1,"lTHS",28,"MS","Mississippi",1,0.20397769,0.25813675,0.27894154,0.33895269,0.32749549,0.30827969,0.28233376,0.23434998,0.27477404,0.28401473,0.24203289,0.23376179,0.26013565,0.28876537,0.30383754,0.23696893,0.20744497
"edupar",6,1,"lTHS",29,"MO","Missouri",1,0.19046426,0.17744453,0.24799162,0.23474514,0.17890231,0.17547084,0.17811047,0.19418006,0.21188104,0.1882536,0.14972675,0.14796229,0.15389304,0.16230543,0.15666929,0.13843621,0.13731755
"edupar",6,1,"lTHS",30,"MT","Montana",1,0.1231405,0.08452582,0.0412857,0.08318496,0.07636386,0.04785345,0.0214722,0.01110689,0.04275806,0.06116748,0.04826192,0.13913776,0.10761534,0.00683617,0.06950978,0.03573189,0.05670271
"edupar",6,1,"lTHS",31,"NE","Nebraska",1,0.41406032,0.3812629,0.34578496,0.34964505,0.39330897,0.41494611,0.38896543,0.41865206,0.44342098,0.38445893,0.38145813,0.39252868,0.33631143,0.27687579,0.25727674,0.28208497,0.23648217
"edupar",6,1,"lTHS",32,"NV","Nevada",1,0.32342285,0.30569261,0.3232893,0.33721989,0.32174107,0.32240611,0.31479427,0.27792323,0.26713124,0.25985345,0.25233126,0.23964883,0.24057451,0.26636857,0.23625107,0.23856415,0.23111388
"edupar",6,1,"lTHS",33,"NH","New Hampshire",1,0.06422714,0.04958443,0.04403652,0.08037406,0.07637749,0.06748075,0.10593925,0.06370843,0.05597107,0.07464233,0.07471224,0.07322969,0.08249246,0.07312302,0.0636413,0.0540057,0.05232149
"edupar",6,1,"lTHS",34,"NJ","New Jersey",1,0.12090045,0.11026856,0.11016593,0.11966178,0.1182121,0.11392355,0.12437492,0.12905142,0.13007338,0.12971564,0.12370421,0.11226199,0.10774325,0.11447343,0.11249498,0.10840212,0.11032994
"edupar",6,1,"lTHS",35,"NM","New Mexico",1,0.40350425,0.39302999,0.37375823,0.39856032,0.37897193,0.34404868,0.32702389,0.30242839,0.3299374,0.31088364,0.26822132,0.24728468,0.22363745,0.23121807,0.23696724,0.24381451,0.22545433
"edupar",6,1,"lTHS",36,"NY","New York",1,0.16889708,0.16689752,0.17215128,0.18063153,0.18734491,0.18267709,0.18421362,0.18588361,0.17681943,0.17382573,0.16952354,0.16009808,0.15195879,0.14853144,0.13834174,0.13634133,0.13773602
"edupar",6,1,"lTHS",37,"NC","North Carolina",1,0.32039663,0.31259891,0.31460211,0.32029408,0.29919982,0.30182692,0.32287037,0.33408591,0.32705984,0.31214806,0.30044356,0.28782684,0.26753101,0.25854766,0.25019681,0.24477378,0.23223643
"edupar",6,1,"lTHS",38,"ND","North Dakota",1,0.01021942,,,0.12327567,0.16827045,0.13717364,0.09320022,0.03511419,0.07455013,0.06291723,0.10153929,0.15341514,0.10195902,0.09297466,0.04812592,0.05009897,0.08390853
"edupar",6,1,"lTHS",39,"OH","Ohio",1,0.11735823,0.09767388,0.09519649,0.12515722,0.1351537,0.12071982,0.1331116,0.14906697,0.14550002,0.1463102,0.14030975,0.11541591,0.0990269,0.11656655,0.11652326,0.10715023,0.1254091
"edupar",6,1,"lTHS",40,"OK","Oklahoma",1,0.31022936,0.30001208,0.32088867,0.33498928,0.30720904,0.30441347,0.3371298,0.35478625,0.36191478,0.34201249,0.33425701,0.32247204,0.26253551,0.25789252,0.23727883,0.24252576,0.24055648
"edupar",6,1,"lTHS",41,"OR","Oregon",1,0.29760289,0.30470544,0.30490515,0.31998694,0.32277444,0.30440593,0.27310604,0.26757953,0.26804221,0.2590197,0.27856392,0.25674659,0.25214371,0.24692447,0.21850403,0.19583389,0.17886262
"edupar",6,1,"lTHS",42,"PA","Pennsylvania",1,0.12659778,0.12736182,0.13274144,0.11574725,0.1306752,0.16409703,0.148825,0.14906742,0.15701967,0.1341237,0.12042384,0.11779309,0.12086187,0.10347883,0.09578332,0.11373921,0.11168273
"edupar",6,1,"lTHS",44,"RI","Rhode Island",1,0.2517671,0.23846459,0.22623675,0.18108331,0.19433062,0.24360234,0.22612463,0.19334857,0.18936023,0.18759389,0.16660725,0.14307249,0.13195837,0.11849325,0.1399387,0.18568076,0.15996675
"edupar",6,1,"lTHS",45,"SC","South Carolina",1,0.21394278,0.21080925,0.23124921,0.23602471,0.23591441,0.23724283,0.23087355,0.27057076,0.27866912,0.25486925,0.27145272,0.26777223,0.21506231,0.20638311,0.1971723,0.2199441,0.19003421
"edupar",6,1,"lTHS",46,"SD","South Dakota",1,0.26704624,0.28040469,0.22740982,0.13918664,0.1611094,0.229265,0.40229005,0.34347853,0.17884466,0.18296432,0.24244252,0.19976096,0.0799629,0.11767473,0.22227028,,0.1144079
"edupar",6,1,"lTHS",47,"TN","Tennessee",1,0.18231761,0.25368172,0.25877967,0.22907829,0.24945183,0.25263059,0.25918552,0.29423958,0.29592273,0.28129208,0.25540334,0.22500426,0.23376384,0.24680932,0.2319338,0.23577371,0.243067
"edupar",6,1,"lTHS",48,"TX","Texas",1,0.38739535,0.36757368,0.36230209,0.36661375,0.35968864,0.35467151,0.35065192,0.33472282,0.32566097,0.31563908,0.3051565,0.28954941,0.27092341,0.25939348,0.2359353,0.22482069,0.21921857
"edupar",6,1,"lTHS",49,"UT","Utah",1,0.2437245,0.24119577,0.22837549,0.2362245,0.25619376,0.24761316,0.25259829,0.24568664,0.24249911,0.23878346,0.20807147,0.22640644,0.21353945,0.16013619,0.16143516,0.15165302,0.15003972
"edupar",6,1,"lTHS",50,"VT","Vermont",1,0,0.06574842,0.0543123,0.00914576,0.01733809,0.00792324,0.05208702,0.06243868,0.12591462,0.17178373,0.07423321,0.08957911,0.06445773,0.05799306,0.06242231,0.01815445,0.05586375
"edupar",6,1,"lTHS",51,"VA","Virginia",1,0.1489865,0.13449283,0.14648454,0.14692676,0.15178835,0.15396044,0.13087319,0.13279071,0.15579647,0.15007737,0.13909031,0.14204411,0.1393781,0.13162196,0.1201967,0.13984124,0.12661783
"edupar",6,1,"lTHS",53,"WA","Washington",1,0.2618624,0.26247892,0.25890791,0.25597903,0.24643074,0.2410835,0.22645077,0.21618132,0.23212709,0.22475497,0.20669934,0.20601182,0.19882202,0.18576604,0.15764356,0.15497684,0.15639107
"edupar",6,1,"lTHS",54,"WV","West Virginia",1,0.04387569,0.05939546,0.12712595,0.12894529,0.199853,0.14050625,0.04303632,0.08096312,0.06099603,0.01708662,0.03011583,0.0336743,0.05351993,0.06313677,0.00928037,0.12801468,0.0634927
"edupar",6,1,"lTHS",55,"WI","Wisconsin",1,0.26072371,0.26011276,0.23242886,0.23596849,0.25932267,0.24869382,0.24135394,0.22881232,0.23082963,0.23037905,0.1884459,0.18909691,0.2047956,0.17303747,0.16090983,0.17980382,0.19240551
"edupar",6,1,"lTHS",56,"WY","Wyoming",1,0.17521593,0.22747378,0.13618472,0.10043478,0.23621207,0.17483723,0.15907864,0.17880884,0.24952966,0.26942211,0.18986364,0.17548345,0.11458794,0.15354739,0.14484461,,0.18611328
"edupar",6,1,"lTHS",0,"US","United States",1,0.26282725,0.25614429,0.25828865,0.26129836,0.25791931,0.25470904,0.25053346,0.24179348,0.23790273,0.23177034,0.22346936,0.21210608,0.1996749,0.19407661,0.18126157,0.17422327,0.17116706
"edupar",6,1,"lTHS",10420,,"Akron, OH",0,0.01366013,0,0.03193964,0.06169442,0.1373878,0.18584184,0.22753346,0.22163706,0.07791451,0.12001472,0.14704441,0.12307764,0.16287708,0.21354409,0.17861976,0.10858645,0.09382585
"edupar",6,1,"lTHS",10580,,"Albany-Schenectady-Troy, NY",0,0.04505768,0.05047526,0.06576833,0.04216017,0.06051566,0.07210758,0.07188562,0.07707845,0.08957607,0.07989994,0.06690647,0.1372603,0.10884009,0.10178781,0.09795641,0.07776704,0.09904547
"edupar",6,1,"lTHS",10740,,"Albuquerque, NM",0,0.33346236,0.35934246,0.36229008,0.4046559,0.35691136,0.31896913,0.30676958,0.27435374,0.30339092,0.28065345,0.20768194,0.17980309,0.18864094,0.19903401,0.21126464,0.22864439,0.20173606
"edupar",6,1,"lTHS",10900,,"Allentown-Bethlehem-Easton, PA-NJ",0,0.14049493,0.09101446,0.08368038,0.05634391,0.07574223,0.14252503,0.13000467,0.08693133,0.07246598,0.10652384,0.09106104,0.10372904,0.1526158,0.08752068,0.09251793,0.05849935,0.08279523
"edupar",6,1,"lTHS",12060,,"Atlanta-Sandy Springs-Roswell, GA",0,0.20354313,0.2074471,0.20834707,0.20508915,0.20604269,0.2275575,0.22076824,0.20842634,0.23287639,0.23913193,0.22351287,0.20596626,0.18947007,0.18317744,0.18728881,0.14983982,0.16152173
"edupar",6,1,"lTHS",12260,,"Augusta-Richmond County, GA-SC",0,0.09796494,0.17001529,0.20256431,0.15650797,0.13562718,0.20029683,0.22950181,0.22651005,0.16883698,0.21668831,0.31286854,0.17872594,0.0758839,0.07680269,0.04726367,,0.20502602
"edupar",6,1,"lTHS",12420,,"Austin-Round Rock, TX",0,0.36941618,0.34363681,0.34382561,0.33964211,0.35829321,0.3392756,0.31928191,0.28467241,0.27471876,0.25912744,0.24239191,0.24247652,0.2018176,0.21575603,0.17666478,0.15971386,0.15544087
"edupar",6,1,"lTHS",12540,,"Bakersfield, CA",0,0.4741638,0.46221623,0.45784152,0.46271175,0.46448311,0.41393954,0.38991269,0.38704082,0.38456386,0.42311454,0.39933708,0.37822774,0.35949007,0.3154358,0.31728771,0.28114814,0.25474048
"edupar",6,1,"lTHS",12580,,"Baltimore-Columbia-Towson, MD",0,0.05540258,0.06521758,0.08376943,0.1315843,0.13254081,0.11671522,0.13648665,0.13167344,0.10930933,0.09171075,0.09543545,0.12911431,0.117039,0.08773543,0.08711259,0.11554025,0.10359758
"edupar",6,1,"lTHS",12940,,"Baton Rouge, LA",0,0.13833116,0.06136417,0.05656984,0.07243787,0.15558234,0.22884087,0.19105844,0.09871326,0.11494765,0.19736657,0.26462573,0.27750966,0.20783916,0.20251063,0.21908656,0.17076132,0.1585618
"edupar",6,1,"lTHS",13820,,"Birmingham-Hoover, AL",0,0.2874653,0.3262074,0.27576908,0.20615065,0.24287076,0.25632375,0.22257443,0.25180829,0.28962648,0.28136444,0.24037728,0.2244596,0.21076471,0.18364564,0.16519819,0.21581803,0.19998825
"edupar",6,1,"lTHS",14260,,"Boise City, ID",0,0.31375092,0.27168638,0.28504741,0.30886158,0.31984851,0.3239502,0.2825774,0.24698792,0.31975839,0.2941801,0.24839178,0.21782017,0.26504657,0.32363722,0.25706139,0.21893908,0.23335831
"edupar",6,1,"lTHS",14460,,"Boston-Cambridge-Newton, MA-NH",0,0.13628604,0.1232689,0.1207291,0.13816237,0.13280429,0.12018847,0.11642274,0.10190658,0.11414,0.12809169,0.11783486,0.11589511,0.11263467,0.11236811,0.10953218,0.10833772,0.1012793
"edupar",6,1,"lTHS",14860,,"Bridgeport-Stamford-Norwalk, CT",0,0.10522137,0.10183866,0.08919273,0.11336145,0.12365053,0.13349771,0.11637352,0.10107287,0.12070667,0.11819081,0.12392572,0.13479623,0.14384013,0.13736346,0.14698091,0.08096765,0.10892836
"edupar",6,1,"lTHS",15380,,"Buffalo-Cheektowaga-Niagara Falls, NY",0,0.09550459,0.09938703,0.1264005,0.13705719,0.26602501,0.25674468,0.15128809,0.20741156,0.22315757,0.19045958,0.20671755,0.21336471,0.19136201,0.17942493,0.1522997,0.14562225,0.19324599
"edupar",6,1,"lTHS",15980,,"Cape Coral-Fort Myers, FL",0,0.22345896,0.21989566,0.20769252,0.19679697,0.2255097,0.24799213,0.24214433,0.22720747,0.26781034,0.26307309,0.21067381,0.2335609,0.21796614,0.15076409,0.14155352,0.19634269,0.21222965
"edupar",6,1,"lTHS",16700,,"Charleston-North Charleston, SC",0,0.21082343,0.16569875,0.13999604,0.22595066,0.24992995,0.22664805,0.23481093,0.33506989,0.33417273,0.22224857,0.24181138,0.25624198,0.1955802,0.22033823,0.20469114,0.16767162,0.19435149
"edupar",6,1,"lTHS",16740,,"Charlotte-Concord-Gastonia, NC-SC",0,0.2870912,0.26543316,0.26130131,0.23726973,0.2517319,0.26208201,0.23885801,0.25624293,0.27316123,0.24495023,0.23364161,0.24382238,0.23804905,0.23370479,0.22519407,0.23546392,0.22164208
"edupar",6,1,"lTHS",16860,,"Chattanooga, TN-GA",0,0.138162,0.27598494,0.28342292,0.25421223,0.28528026,0.31363907,0.30931404,0.34896475,0.32879674,0.34972772,0.29357776,0.20177834,0.28479463,0.30501398,0.20776974,0.22481227,0.26866525
"edupar",6,1,"lTHS",16980,,"Chicago-Naperville-Elgin, IL-IN-WI",0,0.24251507,0.2442943,0.24151632,0.24946997,0.23723075,0.22443156,0.23255661,0.22599997,0.21058546,0.21219766,0.20600151,0.18947184,0.18334578,0.16750687,0.15062121,0.14600354,0.13909607
"edupar",6,1,"lTHS",17140,,"Cincinnati, OH-KY-IN",0,0.13633375,0.14582689,0.13233317,0.20153061,0.1686998,0.12722157,0.13081062,0.15695176,0.18715551,0.1419698,0.17385457,0.15183738,0.0879762,0.14055361,0.12303764,0.10470932,0.12667325
"edupar",6,1,"lTHS",17460,,"Cleveland-Elyria, OH",0,0.10315461,0.08760536,0.08079115,0.0707093,0.08625034,0.09530063,0.08621919,0.07016329,0.06853791,0.10683017,0.09780814,0.0923899,0.098992,0.1027761,0.08889909,0.08131413,0.06557094
"edupar",6,1,"lTHS",17820,,"Colorado Springs, CO",0,0.12715241,0.18346442,0.19426037,0.1758846,0.16577913,0.18553028,0.21149552,0.21348883,0.22920388,0.1542058,0.08407003,0.08519989,0.13635936,0.19138117,0.12114887,0.03981734,0.06228091
"edupar",6,1,"lTHS",17900,,"Columbia, SC",0,0.19854082,0.15899256,0.17785908,0.17311691,0.21982631,0.2385636,0.17447209,0.20360981,0.2277858,0.25591198,0.26170304,0.26910752,0.20385295,0.16479081,0.22837156,0.17637408,0.17109826
"edupar",6,1,"lTHS",18140,,"Columbus, OH",0,0.14550985,0.10144874,0.09725522,0.14841492,0.1674958,0.13904722,0.15494633,0.18102424,0.17331594,0.17148465,0.16208157,0.12525269,0.09564686,0.11747017,0.12449881,0.13252281,0.16837969
"edupar",6,1,"lTHS",19100,,"Dallas-Fort Worth-Arlington, TX",0,0.40555879,0.37811252,0.37758815,0.38809225,0.36895147,0.35957533,0.35586807,0.34729356,0.3380501,0.33839318,0.33687592,0.3108089,0.28293061,0.26162156,0.23756132,0.22227028,0.21349715
"edupar",6,1,"lTHS",19380,,"Dayton, OH",0,0.09721271,0.04554152,0,0.00641902,0.0592568,0.09087677,0.09176169,0.14440747,0.12220768,0.10752365,0.12172038,0.14308205,0.12633108,0.07659926,0.10493092,0.11898482,0.10150426
"edupar",6,1,"lTHS",19660,,"Deltona-Daytona Beach-Ormond Beach, FL",0,0.17641912,0.15471958,0.12478451,0.15772568,0.24621885,0.29837757,0.27525097,0.22785072,0.17993475,0.0935978,0.08075142,0.12078493,0.06442545,0.03732761,0.04663764,0.06618522,0.07506482
"edupar",6,1,"lTHS",19740,,"Denver-Aurora-Lakewood, CO",0,0.33672857,0.29762405,0.34949774,0.37104571,0.31445357,0.27863482,0.29308158,0.28845614,0.27285826,0.28432307,0.26621982,0.22047612,0.21677406,0.21423407,0.18187992,0.20010374,0.18695903
"edupar",6,1,"lTHS",19780,,"Des Moines-West Des Moines, IA",0,0.3799642,0.33024326,0.27430245,0.2721054,0.34959364,0.36552846,0.29281142,0.27921236,0.21014442,0.16781414,0.19942683,0.23979811,0.20645818,0.17019249,0.22793771,0.15749815,0.24441387
"edupar",6,1,"lTHS",19820,,"Detroit-Warren-Dearborn, MI",0,0.16220689,0.16906621,0.17496395,0.15359452,0.15639004,0.18024465,0.15089855,0.1237421,0.14017126,0.16701245,0.17545474,0.14048648,0.1260419,0.12257143,0.11268949,0.14448206,0.15216711
"edupar",6,1,"lTHS",21340,,"El Paso, TX",0,0.3182534,0.29683369,0.26869652,0.26650837,0.26256719,0.25654545,0.26954627,0.23231357,0.20410971,0.20498908,0.20825461,0.20303035,0.17934486,0.18255039,0.18422954,0.16885391,0.14685187
"edupar",6,1,"lTHS",23420,,"Fresno, CA",0,0.48873284,0.4649606,0.44919541,0.44592175,0.43567041,0.4533993,0.47856548,0.46747735,0.43093503,0.39568225,0.37690574,0.35683531,0.33097824,0.32687905,0.32510686,0.27106002,0.29036692
"edupar",6,1,"lTHS",24340,,"Grand Rapids-Wyoming, MI",0,0.328848,0.26500353,0.24926803,0.26260296,0.25347942,0.29298928,0.32738927,0.33845845,0.37755108,0.2972472,0.23864782,0.3152914,0.31075838,0.23585415,0.20873308,0.27117416,0.25676733
"edupar",6,1,"lTHS",24660,,"Greensboro-High Point, NC",0,0.3511366,0.31033534,0.24188931,0.33776489,0.31746876,0.31758034,0.38678682,0.35270447,0.3257055,0.32416636,0.31080726,0.2840175,0.26228276,0.25780714,0.21256815,0.15407495,0.17665212
"edupar",6,1,"lTHS",24860,,"Greenville-Anderson-Mauldin, SC",0,0.16942762,0.22782342,0.30392486,0.26146862,0.23626384,0.25953758,0.21329418,0.2745837,0.32226768,0.2526125,0.22286464,0.24547522,0.27439779,0.24600776,0.2132874,0.25494397,0.18902469
"edupar",6,1,"lTHS",25420,,"Harrisburg-Carlisle, PA",0,0.08764119,0.07194321,0.11213353,0.10013004,0.05160718,0.08009266,0.07344968,0.09728739,0.1507877,0.11915372,0.09122102,0.07228915,0.03423182,0.05840214,0.08612026,0.06789555,0.0815503
"edupar",6,1,"lTHS",25540,,"Hartford-West Hartford-East Hartford, CT",0,0.06614872,0.08034123,0.11182205,0.1090382,0.08822987,0.09182157,0.07578925,0.08381122,0.09726913,0.05966149,0.0440413,0.06361125,0.08175644,0.05421962,0.04545665,0.10715085,0.09733221
"edupar",6,1,"lTHS",26420,,"Houston-The Woodlands-Sugar Land, TX",0,0.37346187,0.35051376,0.34788999,0.34825543,0.34259245,0.34730718,0.33872652,0.31457755,0.30241159,0.29453078,0.28026554,0.26696622,0.24889132,0.23232067,0.21967892,0.21539779,0.2163852
"edupar",6,1,"lTHS",26900,,"Indianapolis-Carmel-Anderson, IN",0,0.25258717,0.215644,0.22826889,0.25805566,0.30817291,0.32792607,0.26255944,0.19397597,0.23487276,0.26117501,0.25456607,0.29192382,0.28165758,0.22498165,0.17780034,0.2416911,0.18622817
"edupar",6,1,"lTHS",27140,,"Jackson, MS",0,0.16769591,,,0.22493371,0.13858344,,,0.11335402,0.13048904,0.23596618,0.26836845,0.21117583,0.2065936,0.20877013,0.18036126,,0.17515351
"edupar",6,1,"lTHS",27260,,"Jacksonville, FL",0,0.08448885,0.09250816,0.10348964,0.0897913,0.06704905,0.0785253,0.07349744,0.06256411,0.05349134,0.08581585,0.10940574,0.08896863,0.08011215,0.06737737,0.08617024,0.12741119,0.10208366
